    구분,총합계,,강남구,,강동구,,강북구,,강서구,,관악구,,광진구,,구로구,,금천구,,노원구,,도봉구,,동대문구,,동작구,,마포구,,서대문구,,서초구,,성동구,,성북구,,송파구,,양천구,,영등포구,,용산구,,은평구,,종로구,,중구,,중랑구,,기타,,타시도,
,확진,사망,확진,사망,확진,사망,확진,사망,확진,사망,확진,사망,확진,사망,확진,사망,확진,사망,확진,사망,확진,사망,확진,사망,확진,사망,확진,사망,확진,사망,확진,사망,확진,사망,확진,사망,확진,사망,확진,사망,확진,사망,확진,사망,확진,사망,확진,사망,확진,사망,확진,사망,확진,사망,확진,사망
2022-03-07,"37,472",25,"1,958",2,"1,588",1,"1,187",1,"1,744",0,"1,482",0,"1,428",2,"1,186",0,908,1,"2,261",1,"1,392",1,"1,569",2,"1,012",0,"1,289",1,"1,971",3,"1,437",1,992,0,"1,711",0,"2,535",2,"1,481",1,"1,202",0,644,0,"1,686",1,404,1,415,1,"1,565",0,12,1,"2,413",2
2022-03-08,"74,215",23,"3,357",2,"3,358",0,"2,223",0,"4,192",0,"3,336",1,"2,733",1,"3,237",2,"1,713",0,"3,443",0,"2,255",0,"2,837",1,"3,209",1,"2,631",0,"2,217",0,"2,870",0,"2,375",1,"3,218",3,"4,786",1,"2,961",2,"3,302",0,"1,563",0,"3,147",2,"1,100",1,945,0,"3,130",2,30,1,"4,047",2
2022-03-09,"66,842",31,"2,805",0,"3,118",0,"1,856",2,"4,427",3,"4,157",1,"2,525",3,"2,862",1,"1,648",3,"3,075",2,"1,914",0,"2,237",2,"2,840",0,"2,314",1,"1,176",1,"2,323",1,"2,032",1,"3,118",3,"4,370",2,"2,329",1,"2,864",0,"1,403",0,"3,052",0,867,0,802,0,"2,458",2,9,1,"4,261",1
2022-03-10,"56,590",32,"2,809",2,"1,951",1,"1,425",0,"2,831",2,"2,809",4,"2,036",1,"2,178",2,"1,372",1,"2,520",3,"1,665",0,"2,102",3,"2,331",1,"2,035",0,"2,138",2,"2,753",0,"1,884",2,"2,602",2,"3,555",1,"3,155",0,"1,967",0,977,2,"2,582",0,816,0,764,1,"1,930",1,23,0,"3,380",1
2022-03-11,"80,424",46,"4,046",1,"3,742",3,"2,390",3,"4,337",2,"3,912",2,"2,862",3,"3,262",1,"1,492",1,"3,833",1,"2,483",0,"2,868",1,"3,200",2,"2,928",1,"2,853",2,"3,115",2,"2,591",1,"3,374",4,"4,957",3,"3,212",1,"3,548",2,"1,699",0,"3,699",2,982,2,962,0,"3,362",0,13,2,"4,702",4
2022-03-12,"67,798",29,"3,192",1,"3,064",0,"2,054",1,"4,280",3,"3,646",2,"1,943",0,"2,497",2,"1,422",0,"2,396",2,"2,294",0,"2,657",3,"2,989",0,"2,536",1,"1,281",0,"2,499",0,"2,139",0,"3,341",3,"4,755",2,"2,843",1,"2,373",1,"1,488",0,"3,200",1,998,0,907,0,"2,746",4,15,1,"4,243",1
2022-03-13,"56,785",24,"2,787",1,"1,836",1,"1,517",1,"3,105",3,"2,594",1,"2,784",1,"2,935",1,"1,733",1,"2,419",1,"1,722",0,"1,976",1,"2,527",0,"2,290",0,"1,021",1,"1,834",0,"1,754",1,"2,300",2,"4,410",2,"2,421",0,"2,300",2,"1,213",0,"2,594",1,863,0,641,0,"2,050",2,16,0,"3,143",1
2022-03-14,"66,047",42,"2,697",4,"2,606",1,"2,397",1,"3,310",4,"3,014",2,"2,371",0,"2,214",2,"1,542",1,"5,083",0,"2,167",1,"2,689",3,"1,895",2,"2,589",1,"3,285",2,"2,332",1,"2,196",3,"2,943",2,"3,734",2,"2,674",2,"2,316",1,"1,202",1,"2,899",2,583,1,803,0,"3,258",2,67,0,"3,181",1
2022-03-15,"81,367",26,"2,766",1,"5,289",1,"2,248",1,"3,110",0,"4,642",2,"2,244",2,"3,491",2,"2,091",2,"3,829",1,"2,383",0,"2,409",3,"3,037",0,"2,780",0,"2,176",0,"3,597",2,"2,313",0,"2,551",1,"7,424",2,"4,263",1,"2,585",2,"1,056",0,"4,834",2,"1,569",0,"1,177",0,"3,082",0,26,0,"4,395",1
2022-03-16,"128,314",67,"5,427",1,"4,392",3,"3,570",4,"7,138",2,"7,300",0,"4,891",3,"5,902",3,"3,529",4,"5,864",3,"4,024",0,"4,950",3,"5,942",2,"4,766",2,"3,999",7,"4,729",0,"3,604",1,"6,699",4,"6,985",1,"4,893",2,"5,412",3,"3,287",2,"5,073",6,"1,823",0,"1,761",0,"4,936",4,93,1,"7,325",6
2022-03-17,"81,971",41,"3,892",0,"3,628",2,"2,250",0,"6,368",1,"3,067",2,"2,981",2,"3,122",2,"1,950",1,"2,900",2,"2,513",1,"3,196",4,"3,020",0,"2,702",2,"3,284",5,"2,802",0,"2,649",2,"3,748",0,"5,102",2,"3,723",1,"3,691",4,"2,046",0,"3,557",4,"1,175",2,977,0,"2,819",1,41,1,"4,768",0
2022-03-18,"82,081",47,"5,314",1,"2,953",1,"2,026",1,"3,990",3,"4,680",1,"2,653",1,"3,356",2,"1,913",3,"4,838",4,"2,181",1,"2,695",7,"3,210",3,"2,705",0,"2,183",1,"2,930",2,"2,274",0,"3,569",4,"4,811",3,"3,688",2,"4,644",2,"1,744",1,"3,606",0,"1,062",1,912,1,"2,927",1,45,0,"5,172",1
2022-03-19,"65,832",44,"2,197",2,"3,090",4,"1,855",1,"4,126",0,"3,434",4,"2,334",2,"2,841",4,"1,586",1,"4,207",2,"1,961",0,"2,016",3,"2,715",2,"2,411",1,"1,801",0,"2,624",1,"2,577",3,"3,050",3,"4,519",0,"2,732",2,"1,903",2,"1,372",0,"2,487",1,"1,024",1,"1,000",1,"2,394",3,35,0,"3,541",1
2022-03-20,"41,054",39,"2,835",2,"2,378",2,766,1,"2,013",4,"1,694",3,"1,817",3,"1,016",0,560,2,"3,567",4,"1,181",0,"1,039",3,"1,341",2,"1,221",0,"1,297",1,"2,062",0,832,3,"1,406",1,"2,334",1,"2,005",1,"2,482",1,576,0,"2,642",1,437,0,278,0,"1,250",0,11,0,"2,014",4
2022-03-21,"64,997",46,"3,261",2,"2,089",4,"2,267",0,"4,037",4,"2,915",1,"1,733",2,"2,687",3,"2,004",0,"3,155",2,"2,138",3,"2,813",1,"2,738",0,"2,790",1,"2,275",0,"1,995",1,"2,231",2,"2,176",3,"4,721",2,"2,865",2,"2,261",3,"1,536",2,"2,003",1,"1,022",0,"1,094",0,"3,058",1,30,0,"3,103",6
2022-03-22,"101,086",43,"5,561",2,"4,811",4,"2,578",2,"5,295",7,"5,196",1,"3,299",0,"4,371",4,"2,198",1,"5,558",3,"2,884",0,"3,138",2,"4,194",2,"3,548",1,"2,652",2,"3,639",1,"3,043",0,"4,592",2,"6,401",0,"4,070",2,"5,053",1,"2,047",0,"4,933",5,"1,415",0,"1,192",0,"3,510",1,89,0,"5,819",0
2022-03-23,"77,731",61,"3,712",4,"3,683",3,"2,239",0,"4,104",4,"3,385",1,"3,131",2,"3,208",4,"1,868",1,"3,850",1,"2,282",2,"2,455",2,"3,018",2,"2,661",4,"2,107",1,"3,565",0,"2,126",3,"3,838",4,"4,718",5,"3,790",0,"3,390",3,"1,620",1,"3,182",5,986,0,946,2,"2,999",1,48,1,"4,820",5
2022-03-24,"66,919",59,"3,500",4,"3,254",2,"1,742",2,"3,916",4,"3,222",2,"2,293",2,"2,790",5,"1,599",1,"3,246",2,"1,951",0,"2,210",4,"2,674",1,"2,432",1,"2,232",1,"2,609",0,"1,892",3,"3,034",2,"4,143",2,"3,009",7,"2,488",1,"1,242",2,"3,194",3,941,0,784,1,"2,386",6,43,0,"4,093",1
2022-03-25,"63,997",36,"3,864",1,"3,134",4,"1,728",2,"3,573",1,"3,231",2,"2,211",2,"2,653",3,"1,556",2,"2,648",0,"1,942",1,"2,034",0,"2,411",1,"2,283",0,"1,945",4,"2,469",1,"1,687",0,"2,517",2,"4,012",2,"2,947",1,"2,565",1,"1,236",2,"3,150",3,856,0,795,0,"2,448",0,3,1,"4,099",0
2022-03-26,"59,130",29,"2,305",2,"2,900",0,"1,675",0,"3,624",3,"2,964",2,"2,106",0,"2,681",1,"1,470",1,"3,806",2,"1,381",2,"1,955",2,"2,438",2,"2,118",0,"1,490",1,"1,748",0,"1,930",1,"3,062",3,"3,720",3,"2,591",0,"2,547",0,934,1,"2,365",2,817,0,676,0,"2,670",0,34,1,"3,123",0
2022-03-27,"34,183",40,"2,516",0,"2,297",5,752,3,"1,727",3,"1,432",1,"1,154",3,965,0,554,1,"2,179",1,"1,316",0,974,4,"1,241",2,"1,012",0,"1,297",0,"1,996",0,694,1,"1,084",3,"2,015",0,"1,710",3,"1,168",2,739,0,"1,943",2,398,0,305,0,"1,060",3,17,0,"1,638",3
2022-03-28,"66,050",42,"3,526",1,"2,996",1,"2,184",0,"3,945",7,"2,822",5,"2,444",2,"2,596",2,"1,895",0,"3,579",1,"1,744",1,"2,716",1,"2,291",2,"2,483",2,"2,284",0,"1,660",1,"2,232",4,"3,028",4,"4,909",1,"2,611",0,"2,053",2,"1,483",0,"2,560",2,938,0,958,1,"2,837",1,34,0,"3,242",1
2022-03-29,"81,799",61,"3,873",0,"3,085",4,"2,189",1,"4,785",3,"4,682",9,"2,533",3,"3,813",12,"1,848",1,"4,486",4,"2,541",0,"2,440",3,"3,286",1,"2,914",1,"2,235",2,"3,842",1,"1,989",0,"3,256",1,"4,478",3,"3,873",1,"4,092",3,"1,507",1,"4,034",1,"1,045",2,921,0,"3,034",2,20,1,"4,998",1
2022-03-30,"60,109",49,"2,711",1,"3,692",3,"1,590",2,"3,290",0,"2,855",2,"2,169",2,"2,401",2,"1,402",3,"3,300",4,"1,969",0,"2,008",6,"2,248",3,"2,059",3,"1,854",3,"2,616",2,"1,636",0,"2,367",1,"3,525",2,"2,506",1,"2,537",0,"1,146",1,"2,810",2,736,1,627,0,"2,248",2,26,1,"3,781",2
2022-03-31,"51,703",45,"2,619",1,"2,451",4,"1,479",3,"2,974",3,"2,580",1,"1,752",1,"2,335",5,"1,223",0,"2,813",3,"1,474",1,"1,762",0,"1,941",1,"1,896",1,"1,634",0,"2,106",1,"1,389",0,"2,195",0,"3,072",5,"2,460",2,"2,009",1,882,1,"2,181",0,676,2,582,1,"1,818",4,25,0,"3,375",4
2022-04-01,"48,666",58,"2,464",1,"2,613",4,"1,435",1,"2,725",4,"2,340",5,"1,429",4,"2,010",2,"1,108",2,"2,696",4,"1,497",1,"1,593",0,"1,968",1,"1,676",0,"1,464",3,"1,769",3,"1,373",3,"1,972",3,"3,038",2,"2,109",5,"1,885",1,951,4,"2,402",3,594,0,558,1,"1,908",0,28,0,"3,061",1
2022-04-02,"42,088",47,"2,053",0,"1,955",4,"1,249",2,"2,714",2,"2,058",4,"1,260",3,"1,993",4,"1,004",0,"2,231",3,"1,370",0,"1,325",4,"1,738",2,"1,464",0,"1,192",0,"1,211",0,"1,192",1,"1,940",5,"2,785",2,"1,981",0,"1,937",2,815,0,"1,854",2,528,1,503,0,"1,532",4,18,0,"2,186",2
2022-04-03,"20,886",29,"1,112",0,751,0,465,0,"1,220",3,"1,230",6,"1,248",0,709,1,339,0,"1,084",0,674,0,654,2,821,1,684,2,614,1,"1,113",0,465,0,753,1,"1,317",3,991,2,800,1,321,1,"1,417",1,233,0,170,1,680,1,3,1,"1,018",1
2022-04-04,"51,479",29,"2,486",2,"2,521",3,"1,838",1,"3,258",1,"2,583",1,"1,472",1,"2,181",4,"1,396",1,"2,946",1,"1,561",2,"1,868",2,"1,818",0,"1,913",0,"1,577",0,"1,858",0,"1,597",0,"2,352",1,"3,442",2,"2,047",1,"2,053",0,"1,188",1,"1,756",0,582,1,646,0,"1,872",2,10,0,"2,658",2
2022-04-05,"52,411",64,"2,599",2,"2,406",1,"1,428",3,"3,081",7,"2,503",0,"1,887",2,"2,237",6,"1,365",1,"2,504",3,"1,544",0,"1,751",4,"2,107",2,"1,806",1,"1,621",6,"2,074",4,"1,242",0,"2,176",1,"3,125",4,"2,380",3,"2,317",1,"1,046",0,"2,664",2,641,0,624,0,"1,819",3,40,2,"3,424",6
2022-04-06,"39,867",45,"1,952",3,"1,736",11,"1,033",1,"2,260",2,"2,113",2,"1,383",0,"1,794",0,895,0,"2,004",0,"1,069",0,"1,344",4,"1,569",1,"1,417",0,"1,215",5,"1,424",1,"1,093",1,"1,792",2,"2,456",2,"1,858",1,"1,813",1,750,1,"1,861",2,513,1,478,0,"1,406",0,10,1,"2,629",3
2022-04-07,"36,200",64,"1,731",0,"1,437",3,"1,055",2,"2,071",4,"1,809",1,"1,353",2,"1,537",5,786,1,"1,855",5,"1,189",1,"1,143",3,"1,462",3,"1,321",2,"1,099",1,"1,592",0,947,1,"1,508",3,"2,440",2,"1,610",3,"1,475",9,742,1,"1,635",5,392,2,377,1,"1,233",0,3,1,"2,398",3
2022-04-08,"32,309",58,"1,454",2,"1,635",0,904,1,"1,797",1,"1,635",6,993,0,"1,470",5,773,1,"1,792",2,995,4,"1,049",1,"1,270",1,"1,204",1,"1,020",2,"1,241",1,846,3,"1,332",3,"1,961",2,"1,479",2,"1,292",6,612,2,"1,465",1,426,0,337,1,"1,203",1,5,6,"2,119",3
2022-04-09,"28,879",68,"1,372",2,"1,217",4,848,1,"1,980",6,"1,502",3,950,2,"1,202",6,634,0,"1,367",3,913,0,934,5,"1,181",2,"1,125",1,920,4,"1,193",0,701,1,"1,264",2,"1,907",2,"1,469",2,"1,184",6,562,1,"1,345",6,358,0,302,1,"1,024",3,6,2,"1,419",3
2022-04-10,"14,244",46,793,0,801,0,305,3,953,1,626,2,529,1,484,2,266,1,749,2,379,4,487,6,618,0,503,1,463,3,738,1,322,1,489,4,856,0,747,4,522,2,203,0,983,1,156,0,128,0,397,1,9,5,738,1
2022-04-11,"39,501",36,"1,969",0,"1,828",4,"1,163",0,"2,561",3,"1,993",3,"1,142",0,"1,701",3,993,0,"2,147",2,"1,262",1,"1,396",6,"1,606",0,"1,440",0,"1,131",1,"1,362",0,"1,225",0,"1,720",1,"2,476",2,"1,663",1,"1,778",2,826,0,"1,277",1,532,2,487,1,"1,549",1,6,1,"2,268",1
2022-04-12,"33,063",24,"1,594",0,"1,436",1,820,0,"1,979",0,"1,639",0,"1,271",0,"1,390",2,778,0,"1,524",2,953,0,"1,010",3,"1,321",1,"1,257",2,871,0,"1,353",1,867,0,"1,406",0,"2,084",2,"1,596",2,"1,356",0,616,0,"1,794",1,386,1,328,0,"1,119",0,35,2,"2,280",4
2022-04-13,"24,967",54,"1,180",2,902,3,703,1,"1,458",2,"1,221",0,876,2,"1,048",1,539,0,"1,251",2,687,1,794,1,"1,003",1,939,0,732,8,992,1,788,0,"1,073",5,"1,590",6,"1,198",1,"1,116",4,503,0,"1,255",3,298,1,253,0,882,2,20,2,"1,666",5
2022-04-14,"21,436",40,"1,097",0,"1,179",3,567,4,"1,198",3,"1,044",2,677,3,838,3,504,1,"1,072",2,688,0,689,2,911,1,759,1,619,1,829,0,610,1,872,2,"1,282",4,"1,051",1,916,0,429,0,885,2,262,0,228,0,764,1,8,1,"1,458",2
2022-04-15,"18,109",37,946,0,867,3,472,4,"1,231",3,855,1,645,0,774,2,398,1,969,0,494,1,638,2,685,0,673,1,521,3,707,1,514,2,667,5,"1,070",0,866,0,717,2,331,1,918,2,210,0,170,1,624,1,5,0,"1,142",1
2022-04-16,"14,799",22,731,0,730,3,359,0,874,1,752,1,541,0,582,3,334,0,786,1,425,0,480,1,602,2,548,0,536,2,548,0,391,0,622,1,924,1,740,2,556,1,319,0,769,1,167,0,137,0,531,2,34,0,781,0
2022-04-17,"7,337",24,400,1,333,2,128,1,533,3,330,2,218,1,223,0,121,0,387,1,210,1,245,1,284,2,299,3,220,2,489,0,154,0,252,2,559,0,362,0,270,1,126,0,450,0,76,0,43,0,231,0,10,0,384,1
2022-04-18,"21,806",19,"1,079",0,"1,086",3,659,1,"1,292",0,"1,073",0,721,1,851,4,579,0,"1,304",0,690,0,662,2,836,1,884,2,615,0,773,0,664,0,929,0,"1,473",2,896,0,889,0,455,1,813,1,244,0,265,0,761,0,27,0,"1,286",1
2022-04-19,"18,311",26,890,0,781,2,377,1,"1,021",1,924,1,576,0,824,2,442,2,805,5,517,1,548,1,782,2,689,0,586,3,757,0,512,1,816,1,"1,142",1,831,0,799,1,375,0,932,0,245,0,182,0,666,0,11,0,"1,281",1
2022-04-20,"15,178",24,760,0,670,0,368,0,914,0,823,1,541,1,581,2,350,0,735,1,419,2,461,1,603,1,629,0,483,3,602,1,437,0,631,0,917,4,710,0,598,0,315,1,637,0,186,0,159,0,543,2,3,0,"1,103",4
2022-04-21,"13,184",32,654,3,587,0,344,0,790,1,647,3,452,0,533,2,269,1,707,3,413,3,446,0,517,0,576,2,411,1,537,2,352,1,543,2,802,1,590,1,504,0,278,0,499,1,171,0,166,1,455,2,2,0,939,2
2022-04-22,"12,329",16,632,1,532,3,272,0,734,1,583,0,437,3,529,2,250,1,582,0,324,1,360,1,507,1,498,1,378,0,481,0,371,0,469,0,803,0,586,1,460,0,276,0,595,0,138,0,158,0,424,0,1,0,949,0
2022-04-23,"10,364",18,557,0,538,2,271,0,564,1,559,1,340,0,517,0,229,0,549,1,279,0,301,1,383,1,378,0,304,0,493,1,285,0,449,1,705,1,500,2,406,1,232,0,433,1,107,1,124,1,358,2,2,0,501,0
2022-04-24,"4,759",16,312,0,250,0,107,0,322,2,222,1,157,0,140,1,75,0,247,1,138,1,168,1,155,0,178,0,136,0,238,2,110,0,188,2,287,0,236,1,161,0,83,0,315,2,54,0,39,0,149,0,1,0,291,2
2022-04-25,"13,552",16,635,2,665,0,332,1,735,4,668,1,450,1,557,0,329,0,787,0,392,1,468,1,529,0,583,0,396,2,494,1,428,0,575,1,891,1,501,0,560,0,314,0,486,0,178,0,175,0,530,0,6,0,888,0
2022-04-26,"11,508",14,660,1,493,0,286,0,621,1,574,0,377,0,476,1,246,0,561,3,304,0,318,0,390,0,411,0,304,1,557,1,269,0,483,1,761,0,487,0,487,1,249,0,623,2,143,0,115,0,401,0,3,0,909,2
2022-04-27,"9,104",19,482,2,466,3,238,0,467,0,458,0,301,0,346,2,189,0,477,0,234,0,290,1,373,0,348,1,249,0,402,2,234,0,414,1,595,1,401,0,390,3,153,2,395,1,99,0,119,0,325,0,1,0,658,0
2022-04-28,"7,724",21,470,1,412,1,230,1,373,1,407,1,251,0,273,1,201,0,369,2,210,0,224,2,255,0,298,0,221,0,299,0,215,1,320,0,484,2,349,0,261,1,175,2,382,2,100,1,121,0,276,0,0,0,548,2
2022-04-29,"6,450",12,374,1,311,1,178,0,475,0,273,0,211,0,238,3,130,1,289,1,166,0,204,0,260,0,251,0,193,0,318,0,179,0,271,1,424,0,276,0,227,0,117,1,242,2,74,0,66,0,245,0,1,0,457,1
2022-04-30,"5,460",16,293,0,220,0,133,0,283,4,279,0,216,0,201,1,130,0,266,2,156,1,200,0,221,0,219,0,175,2,210,0,126,0,239,0,345,0,317,0,214,0,111,1,285,2,53,1,53,0,204,0,2,0,309,2
2022-05-01,"2,646",9,163,0,136,1,57,1,187,2,123,2,95,0,79,1,36,0,126,0,73,1,86,0,100,0,128,0,73,0,150,0,81,0,96,0,189,0,111,0,81,0,35,0,158,0,22,0,17,0,78,1,0,0,166,0
2022-05-02,"8,708",3,457,0,345,0,222,0,534,0,452,0,314,0,366,0,216,2,498,0,250,0,310,0,360,0,322,0,265,0,359,0,247,0,333,0,527,0,366,0,349,0,179,0,265,0,134,0,125,0,337,0,1,0,575,1
2022-05-03,"7,434",12,366,0,338,2,193,0,404,0,313,0,236,1,272,0,140,0,359,0,242,0,234,0,323,0,274,1,240,1,350,2,222,0,347,2,414,0,355,0,283,1,151,0,411,0,81,0,119,0,236,1,2,0,529,1
2022-05-04,"6,641",17,349,1,289,1,151,0,311,5,342,0,257,0,227,0,104,0,333,0,189,0,195,1,282,0,279,0,238,0,306,0,177,1,260,1,398,1,312,2,244,1,169,0,315,0,109,0,98,0,226,0,1,0,480,3
2022-05-05,"3,590",7,198,1,177,1,89,0,254,0,174,0,135,0,109,0,55,0,215,0,87,0,72,0,153,1,113,0,128,0,171,0,96,0,149,0,215,2,169,0,117,2,70,0,217,0,33,0,41,0,105,0,0,0,248,0
2022-05-06,"6,639",26,352,3,296,1,170,0,354,3,306,0,248,0,243,4,162,0,359,0,227,0,273,1,291,0,260,1,216,2,272,6,203,0,268,0,425,1,247,0,313,1,156,0,241,0,73,1,95,1,216,0,0,1,373,0
2022-05-07,"5,973",13,326,1,314,0,112,1,289,0,305,1,196,1,264,0,118,0,321,1,147,0,166,0,225,1,252,0,177,2,282,1,155,0,240,0,390,0,401,1,210,0,132,0,237,1,79,0,72,0,217,0,5,0,341,2
2022-05-08,"2,713",2,204,0,134,0,44,0,163,1,135,0,86,0,61,0,32,0,162,0,77,0,74,0,104,0,107,0,102,0,148,0,89,1,94,0,180,0,125,0,99,0,36,0,177,0,25,0,16,0,67,0,2,0,170,0
2022-05-09,"8,138",13,492,0,395,0,169,0,479,1,380,1,304,0,309,0,194,1,469,0,247,0,247,3,349,0,305,0,265,0,306,0,231,1,344,0,516,0,357,1,376,0,191,0,238,2,93,1,99,0,295,0,0,1,488,1
2022-05-10,"6,200",4,347,0,253,1,126,0,306,1,291,0,207,0,233,0,143,0,291,0,169,0,210,0,279,0,210,0,213,0,330,0,144,0,264,0,345,1,269,0,261,0,140,0,337,0,81,0,70,0,227,1,0,0,454,0
2022-05-11,"5,693",6,243,0,294,0,138,0,377,0,275,0,232,0,192,0,122,0,276,0,136,0,168,3,204,0,191,0,177,0,228,0,166,0,235,0,398,0,248,2,240,0,152,0,253,0,70,0,63,0,204,0,1,1,410,0
2022-05-12,"5,172",14,279,1,210,0,116,2,280,1,222,0,218,0,207,0,108,0,272,2,135,0,156,1,183,1,202,0,168,1,233,0,124,0,233,0,330,0,283,0,189,2,143,0,222,0,55,0,66,0,205,2,0,0,333,1
2022-05-13,"4,763",17,273,0,168,0,117,0,253,1,207,0,176,0,139,2,102,0,251,0,121,0,146,6,198,1,190,0,138,3,182,0,183,0,178,0,342,0,240,3,205,0,110,0,237,0,71,0,55,0,143,1,3,0,335,0
2022-05-14,"4,022",12,213,0,190,1,95,0,247,1,179,0,145,2,141,0,98,0,221,0,139,1,129,1,145,1,163,0,124,0,186,0,158,1,172,0,250,0,227,0,153,2,86,0,140,0,45,0,43,0,110,1,0,0,223,1
2022-05-15,"1,682",5,86,1,47,0,30,0,145,1,90,0,46,0,34,0,13,0,102,0,43,0,55,0,59,0,63,0,58,0,104,0,50,0,59,0,98,0,89,0,51,1,34,2,142,0,16,0,13,0,57,0,0,0,98,0
2022-05-16,"5,883",3,315,0,297,0,134,0,302,0,292,0,219,0,234,0,150,0,335,0,157,0,165,2,266,0,209,0,185,1,233,0,161,0,233,0,386,0,257,0,249,0,132,0,225,0,87,0,65,0,201,0,0,0,394,0
2022-05-17,"5,041",5,270,0,206,0,135,0,243,0,238,0,176,0,199,0,133,0,222,0,151,1,188,0,222,0,219,1,144,0,215,1,130,0,231,0,290,0,203,1,189,1,112,0,235,0,69,0,75,0,151,0,0,0,395,0
2022-05-18,"4,556",7,256,0,195,0,113,0,281,1,204,0,151,0,178,0,99,0,245,0,127,0,156,2,185,0,161,0,135,1,177,0,125,0,184,0,304,1,205,0,160,1,91,0,214,0,75,0,49,1,149,0,2,0,335,0
2022-05-19,"4,109",8,217,0,192,0,109,0,212,1,199,0,123,0,136,0,86,1,197,0,123,0,116,0,181,0,169,0,135,0,184,1,103,0,162,0,284,0,211,0,167,4,81,0,198,0,44,0,46,0,125,0,0,1,309,0
2022-05-20,"3,585",3,202,0,132,0,95,0,186,0,173,0,122,0,146,1,83,1,170,0,93,0,114,1,134,0,155,0,109,0,190,0,96,0,122,0,265,0,146,0,118,0,75,0,164,0,59,0,33,0,107,0,0,0,296,0
2022-05-21,"2,901",9,126,0,136,0,74,0,172,0,134,0,88,1,100,1,62,0,159,0,88,0,88,1,104,0,129,0,94,2,115,0,79,1,126,1,202,0,146,0,114,0,71,0,176,0,25,0,27,0,90,1,9,0,167,1
2022-05-22,"1,213",4,100,0,56,0,36,0,85,0,68,0,38,0,32,0,18,0,57,0,26,0,55,0,37,0,55,0,38,0,64,0,32,1,36,0,86,0,67,1,45,0,21,0,44,0,15,0,10,0,22,2,0,0,70,0
2022-05-23,"4,269",1,238,0,184,0,113,0,235,0,215,0,141,0,140,0,76,0,204,0,134,0,143,0,177,1,159,0,130,0,187,0,130,0,178,0,331,0,130,0,172,0,119,0,154,0,74,0,57,0,149,0,0,0,299,0
2022-05-24,"3,579",4,228,0,131,0,71,0,177,0,182,0,124,0,136,0,59,0,194,0,81,1,108,0,156,0,139,0,119,1,176,0,63,0,134,0,235,0,178,1,152,0,107,0,154,0,60,0,35,0,97,0,0,0,283,1
2022-05-25,"2,786",3,169,1,122,0,66,0,145,0,147,0,95,0,101,0,42,0,123,0,65,0,82,0,99,0,109,0,104,1,138,0,73,0,102,0,168,0,130,0,120,1,82,0,120,0,46,0,36,0,101,0,0,0,201,0
2022-05-26,"3,029",7,484,0,117,1,44,0,141,1,123,0,91,0,109,0,42,0,134,0,67,0,88,1,93,0,96,0,83,0,143,0,82,0,75,0,197,1,111,0,101,0,130,1,124,1,35,0,33,0,96,0,0,0,190,1
2022-05-27,"2,274",2,160,0,90,0,44,0,124,0,90,0,77,0,83,0,41,1,102,0,56,0,70,0,86,0,77,0,74,0,111,0,54,0,75,0,120,0,110,0,96,0,70,0,122,0,43,0,38,0,59,1,0,0,202,0
2022-05-28,"2,013",2,171,1,106,0,42,0,98,0,99,0,63,0,70,0,42,0,126,0,69,0,58,0,63,0,69,0,48,1,97,0,55,0,82,0,134,0,93,0,78,0,60,0,102,0,18,0,16,0,59,0,0,0,95,0
2022-05-29,"1,119",4,128,0,54,0,17,0,63,0,36,0,21,0,15,0,12,0,78,1,22,0,81,0,25,0,41,1,29,0,50,1,46,0,21,1,45,0,33,0,34,0,16,0,155,0,8,0,8,0,18,0,0,0,63,0
2022-05-30,"3,332",1,253,0,136,0,60,0,149,0,141,0,106,0,138,0,47,0,255,0,67,0,132,0,118,0,123,0,121,0,130,0,157,0,211,0,187,0,93,0,120,1,89,0,107,0,31,0,40,0,84,0,0,0,237,0
2022-05-31,"2,922",4,310,0,106,0,49,0,136,0,140,1,105,0,64,0,50,0,163,0,71,0,145,0,92,0,95,0,69,0,128,0,84,0,250,0,146,1,108,0,85,0,62,0,116,0,37,0,27,0,92,0,0,0,192,2
2022-06-01,"1,821",1,217,0,82,0,32,0,95,0,77,0,50,0,41,0,17,0,107,0,24,0,69,0,51,0,66,0,53,0,89,0,103,0,103,0,120,0,56,0,40,0,33,0,122,0,24,0,14,0,31,1,0,0,105,0
2022-06-02,"2,439",3,120,0,83,0,53,0,101,0,112,0,54,0,56,0,26,0,253,0,50,0,76,0,87,0,76,0,96,1,115,1,186,0,168,0,139,0,71,1,90,0,71,0,94,0,30,0,21,0,70,0,0,0,141,0
2022-06-03,"2,240",2,143,0,76,0,36,0,118,0,73,0,75,0,67,0,42,0,189,0,41,0,52,0,78,0,74,0,82,0,118,2,108,0,95,0,106,0,79,0,53,0,107,0,136,0,32,0,19,0,77,0,0,0,164,0
2022-06-04,"1,717",3,111,0,67,1,38,0,105,0,102,0,47,0,60,0,43,0,58,0,38,0,45,0,84,0,72,0,50,0,71,0,59,0,66,0,128,1,67,0,77,0,40,1,87,0,26,0,31,0,52,0,0,0,93,0
2022-06-05,736,2,57,0,28,0,8,0,58,0,25,0,18,0,13,0,17,0,33,0,16,0,21,0,36,1,26,0,42,0,55,0,13,0,29,0,47,0,31,0,21,1,15,0,32,0,6,0,12,0,31,0,3,0,43,0
