기준일자,주요국가대륙명,국가명,연령,인원,전년동기,증감률
201501,아시아,몽골,41~50세,1270.0,0.0,0
201501,아시아,몽골,51~60세,618.0,0.0,0
201501,아시아,몽골,61세이상,271.0,0.0,0
201501,아시아,몽골,승무원,13.0,0.0,0
201501,아시아,몽골,전체,6199.0,0.0,0
201501,아시아,우즈베키스탄,20세 이하,131.0,0.0,0
201501,아시아,우즈베키스탄,21~30세,1178.0,0.0,0
201501,아시아,우즈베키스탄,31~40세,1168.0,0.0,0
201501,아시아,우즈베키스탄,41~50세,581.0,0.0,0
201501,아시아,우즈베키스탄,51~60세,269.0,0.0,0
201501,아시아,우즈베키스탄,61세이상,82.0,0.0,0
201501,아시아,우즈베키스탄,승무원,192.0,0.0,0
201501,아시아,우즈베키스탄,전체,3601.0,0.0,0
201501,아시아,미얀마,20세 이하,31.0,0.0,0
201501,아시아,미얀마,21~30세,782.0,0.0,0
201501,아시아,미얀마,31~40세,620.0,0.0,0
201501,아시아,미얀마,41~50세,295.0,0.0,0
201501,아시아,미얀마,51~60세,86.0,0.0,0
201501,아시아,미얀마,61세이상,11.0,0.0,0
201501,아시아,미얀마,승무원,2661.0,0.0,0
201501,아시아,미얀마,전체,4486.0,0.0,0
201501,아시아,GCC,20세 이하,274.0,0.0,0
201501,아시아,GCC,21~30세,469.0,0.0,0
201501,아시아,GCC,31~40세,364.0,0.0,0
201501,아시아,GCC,41~50세,200.0,0.0,0
201501,아시아,GCC,51~60세,125.0,0.0,0
201501,아시아,GCC,61세이상,40.0,0.0,0
201501,아시아,GCC,승무원,19.0,0.0,0
201501,아시아,GCC,전체,1491.0,0.0,0
201501,아시아,카자흐스탄,20세 이하,230.0,0.0,0
201501,아시아,카자흐스탄,21~30세,518.0,0.0,0
201501,아시아,카자흐스탄,31~40세,445.0,0.0,0
201501,아시아,카자흐스탄,41~50세,434.0,0.0,0
201501,아시아,카자흐스탄,51~60세,314.0,0.0,0
201501,아시아,카자흐스탄,61세이상,216.0,0.0,0
201501,아시아,카자흐스탄,승무원,106.0,0.0,0
201501,아시아,카자흐스탄,전체,2263.0,0.0,0
201501,아시아,튀르키예,20세 이하,69.0,0.0,0
201501,아시아,튀르키예,21~30세,177.0,0.0,0
201501,아시아,튀르키예,31~40세,251.0,0.0,0
201501,아시아,튀르키예,41~50세,192.0,0.0,0
201501,아시아,튀르키예,51~60세,75.0,0.0,0
201501,아시아,튀르키예,61세이상,19.0,0.0,0
201501,아시아,튀르키예,승무원,609.0,0.0,0
201501,아시아,튀르키예,전체,1392.0,0.0,0
201501,아시아,캄보디아,20세 이하,34.0,0.0,0
201501,아시아,캄보디아,21~30세,793.0,0.0,0
201501,아시아,캄보디아,31~40세,333.0,0.0,0
201501,아시아,캄보디아,41~50세,62.0,0.0,0
201501,아시아,캄보디아,51~60세,43.0,0.0,0
201501,아시아,캄보디아,61세이상,15.0,0.0,0
201501,아시아,캄보디아,승무원,24.0,0.0,0
201501,아시아,캄보디아,전체,1304.0,0.0,0
201501,아시아,스리랑카,20세 이하,16.0,0.0,0
201501,아시아,스리랑카,21~30세,426.0,0.0,0
201501,아시아,스리랑카,31~40세,512.0,0.0,0
201501,아시아,스리랑카,41~50세,71.0,0.0,0
201501,아시아,스리랑카,51~60세,25.0,0.0,0
201501,아시아,스리랑카,61세이상,8.0,0.0,0
201501,아시아,스리랑카,승무원,192.0,0.0,0
201501,아시아,스리랑카,전체,1250.0,0.0,0
201501,아시아,방글라데시,20세 이하,15.0,0.0,0
201501,아시아,방글라데시,21~30세,210.0,0.0,0
201501,아시아,방글라데시,31~40세,240.0,0.0,0
201501,아시아,방글라데시,41~50세,74.0,0.0,0
201501,아시아,방글라데시,51~60세,25.0,0.0,0
201501,아시아,방글라데시,61세이상,13.0,0.0,0
201501,아시아,방글라데시,승무원,113.0,0.0,0
201501,아시아,방글라데시,전체,690.0,0.0,0
201501,아시아,파키스탄,20세 이하,33.0,0.0,0
201501,아시아,파키스탄,21~30세,206.0,0.0,0
201501,아시아,파키스탄,31~40세,250.0,0.0,0
201501,아시아,파키스탄,41~50세,110.0,0.0,0
201501,아시아,파키스탄,51~60세,46.0,0.0,0
201501,아시아,파키스탄,61세이상,14.0,0.0,0
201501,아시아,파키스탄,승무원,38.0,0.0,0
201501,아시아,파키스탄,전체,697.0,0.0,0
201501,아시아,이스라엘,20세 이하,23.0,0.0,0
201501,아시아,이스라엘,21~30세,79.0,0.0,0
201501,아시아,이스라엘,31~40세,191.0,0.0,0
201501,아시아,이스라엘,41~50세,138.0,0.0,0
201501,아시아,이스라엘,51~60세,144.0,0.0,0
201501,아시아,이스라엘,61세이상,192.0,0.0,0
201501,아시아,이스라엘,승무원,21.0,0.0,0
201501,아시아,이스라엘,전체,788.0,0.0,0
201501,아시아,이란,20세 이하,6.0,0.0,0
201501,아시아,이란,21~30세,33.0,0.0,0
201501,아시아,이란,31~40세,96.0,0.0,0
201501,아시아,이란,41~50세,59.0,0.0,0
201501,아시아,이란,51~60세,30.0,0.0,0
201501,아시아,이란,61세이상,7.0,0.0,0
201501,아시아,이란,승무원,4.0,0.0,0
201501,아시아,이란,전체,235.0,0.0,0
201501,아시아,기타,20세 이하,180.0,0.0,0
201501,아시아,기타,21~30세,1066.0,0.0,0
201501,아시아,기타,31~40세,725.0,0.0,0
201501,아시아,기타,41~50세,301.0,0.0,0
201501,아시아,기타,51~60세,209.0,0.0,0
201501,아시아,기타,61세이상,68.0,0.0,0
201501,아시아,기타,승무원,284.0,0.0,0
201501,아시아,기타,전체,2833.0,0.0,0
201501,아메리카,연도대륙,20세 이하,5317.0,0.0,0
201501,아메리카,연도대륙,21~30세,12572.0,0.0,0
201501,아메리카,연도대륙,31~40세,11206.0,0.0,0
201501,아메리카,연도대륙,41~50세,10999.0,0.0,0
201501,아메리카,연도대륙,51~60세,12130.0,0.0,0
201501,아메리카,연도대륙,61세이상,7619.0,0.0,0
201501,아메리카,연도대륙,승무원,4060.0,0.0,0
201501,아메리카,연도대륙,전체,63903.0,0.0,0
201501,아메리카,미국,20세 이하,4409.0,0.0,0
201501,아메리카,미국,21~30세,9347.0,0.0,0
201501,아메리카,미국,31~40세,8639.0,0.0,0
201501,아메리카,미국,41~50세,8957.0,0.0,0
201501,아메리카,미국,51~60세,10027.0,0.0,0
201501,아메리카,미국,61세이상,6424.0,0.0,0
201501,아메리카,미국,승무원,3093.0,0.0,0
201501,아메리카,미국,전체,50896.0,0.0,0
201501,아메리카,캐나다,20세 이하,631.0,0.0,0
201501,아메리카,캐나다,21~30세,2353.0,0.0,0
201501,아메리카,캐나다,31~40세,1850.0,0.0,0
201501,아메리카,캐나다,41~50세,1622.0,0.0,0
201501,아메리카,캐나다,51~60세,1818.0,0.0,0
201501,아메리카,캐나다,61세이상,1085.0,0.0,0
201501,아메리카,캐나다,승무원,539.0,0.0,0
201501,아메리카,캐나다,전체,9898.0,0.0,0
201501,아메리카,브라질,20세 이하,105.0,0.0,0
201501,아메리카,브라질,21~30세,362.0,0.0,0
201501,아메리카,브라질,31~40세,234.0,0.0,0
201501,아메리카,브라질,41~50세,139.0,0.0,0
201501,아메리카,브라질,51~60세,93.0,0.0,0
201501,아메리카,브라질,61세이상,30.0,0.0,0
201501,아메리카,브라질,승무원,116.0,0.0,0
201501,아메리카,브라질,전체,1079.0,0.0,0
201501,아메리카,멕시코,20세 이하,31.0,0.0,0
201501,아메리카,멕시코,21~30세,205.0,0.0,0
201501,아메리카,멕시코,31~40세,203.0,0.0,0
201501,아메리카,멕시코,41~50세,102.0,0.0,0
201501,아메리카,멕시코,51~60세,69.0,0.0,0
201501,아메리카,멕시코,61세이상,33.0,0.0,0
201501,아메리카,멕시코,승무원,106.0,0.0,0
201501,아메리카,멕시코,전체,749.0,0.0,0
201501,아메리카,기타,20세 이하,141.0,0.0,0
201501,아메리카,기타,21~30세,305.0,0.0,0
201501,아메리카,기타,31~40세,280.0,0.0,0
201501,아메리카,기타,41~50세,179.0,0.0,0
201501,아메리카,기타,51~60세,123.0,0.0,0
201501,아메리카,기타,61세이상,47.0,0.0,0
201501,아메리카,기타,승무원,206.0,0.0,0
201501,아메리카,기타,전체,1281.0,0.0,0
201501,유럽,연도대륙,20세 이하,3884.0,0.0,0
201501,유럽,연도대륙,21~30세,8458.0,0.0,0
201501,유럽,연도대륙,31~40세,11336.0,0.0,0
201501,유럽,연도대륙,41~50세,10337.0,0.0,0
201501,유럽,연도대륙,51~60세,7971.0,0.0,0
201501,유럽,연도대륙,61세이상,3577.0,0.0,0
201501,유럽,연도대륙,승무원,9619.0,0.0,0
201501,유럽,연도대륙,전체,55182.0,0.0,0
201501,유럽,러시아,20세 이하,1463.0,0.0,0
201501,유럽,러시아,21~30세,1861.0,0.0,0
201501,유럽,러시아,31~40세,2742.0,0.0,0
201501,유럽,러시아,41~50세,2154.0,0.0,0
201501,유럽,러시아,51~60세,1832.0,0.0,0
201501,유럽,러시아,61세이상,850.0,0.0,0
201501,유럽,러시아,승무원,3055.0,0.0,0
201501,유럽,러시아,전체,13957.0,0.0,0
201501,유럽,영국,20세 이하,784.0,0.0,0
201501,유럽,영국,21~30세,1734.0,0.0,0
201501,유럽,영국,31~40세,1957.0,0.0,0
201501,유럽,영국,41~50세,1819.0,0.0,0
201501,유럽,영국,51~60세,1763.0,0.0,0
201501,유럽,영국,61세이상,1036.0,0.0,0
201501,유럽,영국,승무원,622.0,0.0,0
201501,유럽,영국,전체,9715.0,0.0,0
201501,유럽,독일,20세 이하,298.0,0.0,0
201501,유럽,독일,21~30세,924.0,0.0,0
201501,유럽,독일,31~40세,1318.0,0.0,0
201501,유럽,독일,41~50세,1526.0,0.0,0
201501,유럽,독일,51~60세,1125.0,0.0,0
201501,유럽,독일,61세이상,428.0,0.0,0
201501,유럽,독일,승무원,697.0,0.0,0
201501,유럽,독일,전체,6316.0,0.0,0
201501,유럽,프랑스,20세 이하,477.0,0.0,0
201501,유럽,프랑스,21~30세,960.0,0.0,0
201501,유럽,프랑스,31~40세,1280.0,0.0,0
201501,유럽,프랑스,41~50세,1106.0,0.0,0
201501,유럽,프랑스,51~60세,676.0,0.0,0
201501,유럽,프랑스,61세이상,296.0,0.0,0
201501,유럽,프랑스,승무원,487.0,0.0,0
201501,유럽,프랑스,전체,5282.0,0.0,0
201501,유럽,이탈리아,20세 이하,68.0,0.0,0
201501,유럽,이탈리아,21~30세,235.0,0.0,0
201501,유럽,이탈리아,31~40세,557.0,0.0,0
201501,유럽,이탈리아,41~50세,532.0,0.0,0
201501,유럽,이탈리아,51~60세,325.0,0.0,0
201501,유럽,이탈리아,61세이상,131.0,0.0,0
201501,유럽,이탈리아,승무원,242.0,0.0,0
201501,유럽,이탈리아,전체,2090.0,0.0,0
201501,유럽,네덜란드,20세 이하,98.0,0.0,0
201501,유럽,네덜란드,21~30세,316.0,0.0,0
201501,유럽,네덜란드,31~40세,324.0,0.0,0
201501,유럽,네덜란드,41~50세,469.0,0.0,0
201501,유럽,네덜란드,51~60세,305.0,0.0,0
201501,유럽,네덜란드,61세이상,122.0,0.0,0
201501,유럽,네덜란드,승무원,392.0,0.0,0
201501,유럽,네덜란드,전체,2026.0,0.0,0
201501,유럽,우크라이나,20세 이하,26.0,0.0,0
201501,유럽,우크라이나,21~30세,195.0,0.0,0
201501,유럽,우크라이나,31~40세,189.0,0.0,0
201501,유럽,우크라이나,41~50세,109.0,0.0,0
201501,유럽,우크라이나,51~60세,91.0,0.0,0
201501,유럽,우크라이나,61세이상,27.0,0.0,0
201501,유럽,우크라이나,승무원,1327.0,0.0,0
201501,유럽,우크라이나,전체,1964.0,0.0,0
201501,유럽,스페인,20세 이하,46.0,0.0,0
201501,유럽,스페인,21~30세,226.0,0.0,0
201501,유럽,스페인,31~40세,336.0,0.0,0
201501,유럽,스페인,41~50세,238.0,0.0,0
201501,유럽,스페인,51~60세,113.0,0.0,0
201501,유럽,스페인,61세이상,40.0,0.0,0
201501,유럽,스페인,승무원,145.0,0.0,0
201501,유럽,스페인,전체,1144.0,0.0,0
201501,유럽,루마니아,20세 이하,13.0,0.0,0
201501,유럽,루마니아,21~30세,64.0,0.0,0
201501,유럽,루마니아,31~40세,104.0,0.0,0
201501,유럽,루마니아,41~50세,85.0,0.0,0
201501,유럽,루마니아,51~60세,35.0,0.0,0
201501,유럽,루마니아,61세이상,8.0,0.0,0
201501,유럽,루마니아,승무원,412.0,0.0,0
201501,유럽,루마니아,전체,721.0,0.0,0
201501,유럽,노르웨이,20세 이하,160.0,0.0,0
201501,유럽,노르웨이,21~30세,227.0,0.0,0
201501,유럽,노르웨이,31~40세,336.0,0.0,0
201501,유럽,노르웨이,41~50세,464.0,0.0,0
201501,유럽,노르웨이,51~60세,385.0,0.0,0
201501,유럽,노르웨이,61세이상,124.0,0.0,0
201501,유럽,노르웨이,승무원,33.0,0.0,0
201501,유럽,노르웨이,전체,1729.0,0.0,0
201501,유럽,스웨덴,20세 이하,78.0,0.0,0
201501,유럽,스웨덴,21~30세,195.0,0.0,0
201501,유럽,스웨덴,31~40세,216.0,0.0,0
201501,유럽,스웨덴,41~50세,229.0,0.0,0
201501,유럽,스웨덴,51~60세,167.0,0.0,0
201501,유럽,스웨덴,61세이상,62.0,0.0,0
201501,유럽,스웨덴,승무원,73.0,0.0,0
201501,유럽,스웨덴,전체,1020.0,0.0,0
201501,유럽,폴란드,20세 이하,26.0,0.0,0
201501,유럽,폴란드,21~30세,152.0,0.0,0
201501,유럽,폴란드,31~40세,215.0,0.0,0
201501,유럽,폴란드,41~50세,94.0,0.0,0
201501,유럽,폴란드,51~60세,57.0,0.0,0
201501,유럽,폴란드,61세이상,32.0,0.0,0
201501,유럽,폴란드,승무원,332.0,0.0,0
201501,유럽,폴란드,전체,908.0,0.0,0
201501,유럽,스위스,20세 이하,35.0,0.0,0
201501,유럽,스위스,21~30세,156.0,0.0,0
201501,유럽,스위스,31~40세,149.0,0.0,0
201501,유럽,스위스,41~50세,142.0,0.0,0
201501,유럽,스위스,51~60세,141.0,0.0,0
201501,유럽,스위스,61세이상,61.0,0.0,0
201501,유럽,스위스,승무원,27.0,0.0,0
201501,유럽,스위스,전체,711.0,0.0,0
201501,유럽,포르투갈,20세 이하,16.0,0.0,0
201501,유럽,포르투갈,21~30세,125.0,0.0,0
201501,유럽,포르투갈,31~40세,136.0,0.0,0
201501,유럽,포르투갈,41~50세,88.0,0.0,0
201501,유럽,포르투갈,51~60세,73.0,0.0,0
201501,유럽,포르투갈,61세이상,20.0,0.0,0
201501,유럽,포르투갈,승무원,68.0,0.0,0
201501,유럽,포르투갈,전체,526.0,0.0,0
201501,유럽,오스트리아,20세 이하,28.0,0.0,0
201501,유럽,오스트리아,21~30세,123.0,0.0,0
201501,유럽,오스트리아,31~40세,154.0,0.0,0
201501,유럽,오스트리아,41~50세,139.0,0.0,0
201501,유럽,오스트리아,51~60세,102.0,0.0,0
201501,유럽,오스트리아,61세이상,41.0,0.0,0
201501,유럽,오스트리아,승무원,101.0,0.0,0
201501,유럽,오스트리아,전체,688.0,0.0,0
201501,유럽,핀란드,20세 이하,25.0,0.0,0
201501,유럽,핀란드,21~30세,98.0,0.0,0
201501,유럽,핀란드,31~40세,142.0,0.0,0
201501,유럽,핀란드,41~50세,160.0,0.0,0
201501,유럽,핀란드,51~60세,105.0,0.0,0
201501,유럽,핀란드,61세이상,24.0,0.0,0
201501,유럽,핀란드,승무원,208.0,0.0,0
201501,유럽,핀란드,전체,762.0,0.0,0
201501,유럽,벨기에,20세 이하,34.0,0.0,0
201501,유럽,벨기에,21~30세,89.0,0.0,0
201501,유럽,벨기에,31~40세,99.0,0.0,0
201501,유럽,벨기에,41~50세,148.0,0.0,0
201501,유럽,벨기에,51~60세,91.0,0.0,0
201501,유럽,벨기에,61세이상,24.0,0.0,0
201501,유럽,벨기에,승무원,76.0,0.0,0
201501,유럽,벨기에,전체,561.0,0.0,0
201501,유럽,크로아티아,20세 이하,8.0,0.0,0
201501,유럽,크로아티아,21~30세,36.0,0.0,0
201501,유럽,크로아티아,31~40세,50.0,0.0,0
201501,유럽,크로아티아,41~50세,57.0,0.0,0
201501,유럽,크로아티아,51~60세,34.0,0.0,0
201501,유럽,크로아티아,61세이상,14.0,0.0,0
201501,유럽,크로아티아,승무원,139.0,0.0,0
201501,유럽,크로아티아,전체,338.0,0.0,0
201501,유럽,그리스,20세 이하,9.0,0.0,0
201501,유럽,그리스,21~30세,64.0,0.0,0
201501,유럽,그리스,31~40세,116.0,0.0,0
201501,유럽,그리스,41~50세,86.0,0.0,0
201501,유럽,그리스,51~60세,58.0,0.0,0
201501,유럽,그리스,61세이상,32.0,0.0,0
201501,유럽,그리스,승무원,233.0,0.0,0
201501,유럽,그리스,전체,598.0,0.0,0
201501,유럽,불가리아,20세 이하,5.0,0.0,0
201501,유럽,불가리아,21~30세,37.0,0.0,0
201501,유럽,불가리아,31~40세,66.0,0.0,0
201501,유럽,불가리아,41~50세,25.0,0.0,0
201501,유럽,불가리아,51~60세,36.0,0.0,0
201501,유럽,불가리아,61세이상,6.0,0.0,0
201501,유럽,불가리아,승무원,270.0,0.0,0
201501,유럽,불가리아,전체,445.0,0.0,0
201501,유럽,덴마크,20세 이하,41.0,0.0,0
201501,유럽,덴마크,21~30세,88.0,0.0,0
201501,유럽,덴마크,31~40세,131.0,0.0,0
201501,유럽,덴마크,41~50세,233.0,0.0,0
201501,유럽,덴마크,51~60세,174.0,0.0,0
201501,유럽,덴마크,61세이상,49.0,0.0,0
201501,유럽,덴마크,승무원,87.0,0.0,0
201501,유럽,덴마크,전체,803.0,0.0,0
201501,유럽,아일랜드,20세 이하,17.0,0.0,0
201501,유럽,아일랜드,21~30세,167.0,0.0,0
201501,유럽,아일랜드,31~40세,195.0,0.0,0
201501,유럽,아일랜드,41~50세,123.0,0.0,0
201501,유럽,아일랜드,51~60세,62.0,0.0,0
201501,유럽,아일랜드,61세이상,34.0,0.0,0
201501,유럽,아일랜드,승무원,39.0,0.0,0
201501,유럽,아일랜드,전체,637.0,0.0,0
201501,유럽,기타,20세 이하,129.0,0.0,0
201501,유럽,기타,21~30세,386.0,0.0,0
201501,유럽,기타,31~40세,524.0,0.0,0
201501,유럽,기타,41~50세,311.0,0.0,0
201501,유럽,기타,51~60세,221.0,0.0,0
201501,유럽,기타,61세이상,116.0,0.0,0
201501,유럽,기타,승무원,554.0,0.0,0
201501,유럽,기타,전체,2241.0,0.0,0
201501,오세아니아,연도대륙,20세 이하,2235.0,0.0,0
201501,오세아니아,연도대륙,21~30세,3000.0,0.0,0
201501,오세아니아,연도대륙,31~40세,2579.0,0.0,0
201501,오세아니아,연도대륙,41~50세,2326.0,0.0,0
201501,오세아니아,연도대륙,51~60세,1863.0,0.0,0
201501,오세아니아,연도대륙,61세이상,832.0,0.0,0
201501,오세아니아,연도대륙,승무원,402.0,0.0,0
201501,오세아니아,연도대륙,전체,13237.0,0.0,0
201501,오세아니아,호주,20세 이하,1776.0,0.0,0
201501,오세아니아,호주,21~30세,2277.0,0.0,0
201501,오세아니아,호주,31~40세,1814.0,0.0,0
201501,오세아니아,호주,41~50세,1852.0,0.0,0
201501,오세아니아,호주,51~60세,1414.0,0.0,0
201501,오세아니아,호주,61세이상,648.0,0.0,0
201501,오세아니아,호주,승무원,216.0,0.0,0
201501,오세아니아,호주,전체,9997.0,0.0,0
201501,오세아니아,뉴질랜드,20세 이하,393.0,0.0,0
201501,오세아니아,뉴질랜드,21~30세,595.0,0.0,0
201501,오세아니아,뉴질랜드,31~40세,538.0,0.0,0
201501,오세아니아,뉴질랜드,41~50세,410.0,0.0,0
201501,오세아니아,뉴질랜드,51~60세,412.0,0.0,0
201501,오세아니아,뉴질랜드,61세이상,177.0,0.0,0
201501,오세아니아,뉴질랜드,승무원,93.0,0.0,0
201501,오세아니아,뉴질랜드,전체,2618.0,0.0,0
201501,오세아니아,기타,20세 이하,66.0,0.0,0
201501,오세아니아,기타,21~30세,128.0,0.0,0
201501,오세아니아,기타,31~40세,227.0,0.0,0
201501,오세아니아,기타,41~50세,64.0,0.0,0
201501,오세아니아,기타,51~60세,37.0,0.0,0
201501,오세아니아,기타,61세이상,7.0,0.0,0
201501,오세아니아,기타,승무원,93.0,0.0,0
201501,오세아니아,기타,전체,622.0,0.0,0
201501,아프리카,연도대륙,20세 이하,150.0,0.0,0
201501,아프리카,연도대륙,21~30세,716.0,0.0,0
201501,아프리카,연도대륙,31~40세,612.0,0.0,0
201501,아프리카,연도대륙,41~50세,394.0,0.0,0
201501,아프리카,연도대륙,51~60세,173.0,0.0,0
201501,아프리카,연도대륙,61세이상,57.0,0.0,0
201501,아프리카,연도대륙,승무원,325.0,0.0,0
201501,아프리카,연도대륙,전체,2427.0,0.0,0
201501,아프리카,남아프리카공화국,20세 이하,45.0,0.0,0
201501,아프리카,남아프리카공화국,21~30세,384.0,0.0,0
201501,아프리카,남아프리카공화국,31~40세,191.0,0.0,0
201501,아프리카,남아프리카공화국,41~50세,115.0,0.0,0
201501,아프리카,남아프리카공화국,51~60세,73.0,0.0,0
201501,아프리카,남아프리카공화국,61세이상,33.0,0.0,0
201501,아프리카,남아프리카공화국,승무원,72.0,0.0,0
201501,아프리카,남아프리카공화국,전체,913.0,0.0,0
201501,아프리카,기타,20세 이하,105.0,0.0,0
201501,아프리카,기타,21~30세,332.0,0.0,0
201501,아프리카,기타,31~40세,421.0,0.0,0
201501,아프리카,기타,41~50세,279.0,0.0,0
201501,아프리카,기타,51~60세,100.0,0.0,0
