순위,영화명,개봉일,매출액,매출액 점유율,관객수,스크린수,상영횟수,대표국적,국적,배급사
475,박하경 여행기,2023-06-07,"22,021,800",0.0%,"2,225",34,455,한국,한국,씨제이 씨지브이(CJ CGV)(주)
476,마크로스 플러스 -무비 에디션-,2023-11-29,"20,993,782",0.0%,"2,219",43,403,일본,일본,(주)라이크콘텐츠
477,달리랜드,2023-10-18,"16,553,550",0.0%,"2,189",68,533,영국,영국,스튜디오 에이드
478,차별,2023-03-22,"19,238,398",0.0%,"2,168",24,354,한국,한국,(주)디오시네마
479,잔고: 분노의 적자,2023-09-13,"18,928,045",0.0%,"2,163",42,436,한국,한국,(주)영화사 그램
480,이터널 선샤인,2005-11-10,"20,521,000",0.0%,"2,150",2,54,미국,미국,"(주)노바미디어,코리아픽쳐스(주)"
481,뮤직 샤펠,2023-09-13,"19,020,506",0.0%,"2,122",39,419,벨기에,벨기에,해피송
482,10일간의 애인,2023-01-12,"21,160,996",0.0%,"2,118",50,115,한국,한국,(주)그노스
483,에고이스트,2023-07-26,"21,332,529",0.0%,"2,110",23,294,일본,일본,"(주)디오시네마,(주)태양미디어그룹"
484,줄리아의 인생극장,2023-05-24,"18,292,179",0.0%,"2,109",24,312,프랑스,프랑스,해피송
484,늑대아이,2012-09-13,"17,180,900",0.0%,"2,109",36,242,일본,일본,"(주)미디어데이,와이드 릴리즈(주)"
486,강남좀비,2023-01-05,"21,235,695",0.0%,"2,098",51,336,한국,한국,"와이드 릴리즈(주),(주)제이앤씨미디어그룹"
487,그녀가 좋아하는 것은,2023-07-19,"19,503,800",0.0%,"2,083",69,536,일본,일본,홀리가든
488,명탐정 코난: 비색의 탄환,2021-04-16,"16,673,400",0.0%,"2,074",30,159,일본,일본,(주)씨제이이엔엠
489,코다,2021-08-31,"15,917,550",0.0%,"2,073",2,74,프랑스,프랑스,판씨네마(주)
490,디파티드,2006-11-23,"17,619,848",0.0%,"2,067",38,398,미국,미국,워너브러더스 코리아(주)
491,사형에 이르는 병,2023-11-29,"19,355,478",0.0%,"2,040",28,257,일본,일본,"(주)태양미디어그룹,와이드 릴리즈(주)"
492,양자경의 더 모든 날 모든 순간,2022-11-23,"21,243,988",0.0%,"2,037",6,143,미국,미국,워터홀컴퍼니(주)
493,울브스 오브 워,2023-01-26,"20,215,900",0.0%,"2,025",50,115,영국,영국,(주)누리픽쳐스
494,인드림,2023-06-21,"14,933,750",0.0%,"2,005",45,266,한국,한국,주식회사 원더스튜디오
495,루비콘,2023-02-23,"15,963,197",0.0%,"1,993",5,70,오스트리아,오스트리아,(주)영화사 안다미로
496,그랜드 부다페스트 호텔,2014-03-20,"21,019,500",0.0%,"1,992",12,97,미국,"미국,독일","(주)피터팬픽쳐스,이십세기폭스코리아(주),월트디즈니컴퍼니코리아 유한책임회사"
497,아줌마,2023-11-29,"16,168,781",0.0%,"1,991",30,295,한국,한국,"(주)싸이더스,스튜디오 에이드"
498,사랑할 땐 누구나 최악이 된다,2022-08-25,"17,971,696",0.0%,"1,966",17,90,노르웨이,노르웨이,"그린나래미디어(주),(주)하이스트레인저"
498,8과 1/2,,"20,413,100",0.0%,"1,966",15,143,이탈리아,이탈리아,
500,구니스,1986-07-19,"16,075,540",0.0%,"1,945",30,337,미국,미국,워너브러더스 코리아(주)
501,해바라기,1982-11-14,"14,191,228",0.0%,"1,940",14,297,이탈리아,이탈리아,일미디어
502,신 울트라맨,2023-12-06,"17,452,989",0.0%,"1,924",53,394,일본,일본,와이드 릴리즈(주)
503,애프터 양,2022-06-01,"18,110,000",0.0%,"1,914",3,90,미국,미국,"(주)영화특별시에스엠씨,주식회사 왓챠"
504,피아니스트의 전설,2020-01-01,"17,761,051",0.0%,"1,890",25,138,이탈리아,이탈리아,"일미디어,(주)라이크콘텐츠"
505,버텨내고 존재하기,2023-11-01,"18,554,914",0.0%,"1,856",28,390,한국,한국,(주)엣나인필름
506,불멸의 여자,2023-04-05,"15,394,696",0.0%,"1,846",22,281,한국,한국,"(주)드림팩트엔터테인먼트,(주)아크메"
507,거룩한 술꾼의 전설,2023-08-30,"16,289,700",0.0%,"1,807",18,291,이탈리아,이탈리아,일미디어
508,주토피아,2016-02-17,"20,416,000",0.0%,"1,804",7,91,미국,미국,월트디즈니컴퍼니코리아(주)
509,만해 한용운 님의침묵,2023-06-29,"21,566,949",0.0%,"1,799",10,62,한국,한국,시네마 뉴원
510,티빙 오리지널 운수 오진 날,2023-11-17,"20,822,500",0.0%,"1,797",9,24,한국,한국,씨제이 씨지브이(CJ CGV)(주)
511,여섯 개의 밤,2023-03-29,"15,038,597",0.0%,"1,796",34,528,한국,한국,㈜인디스토리
512,실버맨,2023-06-14,"10,995,600",0.0%,"1,770",10,156,한국,한국,(주)이놀미디어
513,메타모르포제의 툇마루,2023-07-26,"16,540,800",0.0%,"1,738",39,331,일본,일본,(주)미디어캐슬
514,극장판 엄마 까투리: 도시로 간 까투리 가족,2022-09-08,"11,905,900",0.0%,"1,731",28,141,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
515,기적의 시작,,"11,068,000",0.0%,"1,725",2,69,한국,한국,
516,바비 IMAX,2023-11-01,"28,875,000",0.0%,"1,724",20,151,미국,미국,워너브러더스 코리아(주)
517,블랙 워터: 어비스,2023-06-14,"14,254,975",0.0%,"1,687",56,392,호주,호주,주식회사 원더스튜디오
518,곤지암,2018-03-28,"13,516,300",0.0%,"1,677",30,289,한국,한국,(주)쇼박스
519,나는 마을 방과후 교사입니다,2023-01-11,"15,176,599",0.0%,"1,673",23,403,한국,한국,(주)스튜디오그레인풀
520,사랑할 때와 죽을 때,,"3,350,000",0.0%,"1,665",1,31,미국,미국,
521,셰이프 오브 워터: 사랑의 모양,2018-02-22,"17,332,300",0.0%,"1,661",10,99,미국,미국,"이십세기폭스코리아(주),월트디즈니컴퍼니코리아 유한책임회사"
522,그림자 고백,2023-11-25,"16,877,200",0.0%,"1,653",7,30,한국,한국,와이드 릴리즈(주)
523,엘리자벳과 나,2023-12-13,"15,163,144",0.0%,"1,642",23,234,독일,"독일,스위스,오스트리아",(주)영화사 안다미로
523,이윽고 바다에 닿다,2023-06-07,"15,349,135",0.0%,"1,642",19,246,일본,일본,(주)블루라벨픽쳐스
525,처음 꽃향기를 만난 순간,2023-01-04,"16,952,395",0.0%,"1,637",32,389,대만,대만,오드
526,굿바이,2008-10-30,"12,706,000",0.0%,"1,623",9,146,일본,일본,"(주)팝엔터테인먼트,(주)드림팩트엔터테인먼트,㈜케이디미디어"
527,나의 그리스식 웨딩 3,2023-09-20,"14,346,412",0.0%,"1,595",7,49,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
528,라 트라비아타,,"45,437,800",0.0%,"1,594",15,83,독일,독일,
529,그녀,2014-05-22,"16,641,100",0.0%,"1,581",11,91,미국,미국,"주식회사 더쿱,유니버설픽쳐스인터내셔널 코리아(유)"
530,운디네,2020-12-24,"15,903,100",0.0%,"1,569",9,101,독일,독일,M&M 인터내셔널
531,백지영 콘서트 인 시네마,2023-11-10,"14,346,450",0.0%,"1,558",47,443,한국,한국,"롯데컬처웍스(주)롯시플,(주)영화사 그램"
532,명탐정 코난: 감청의 권,2019-07-24,"12,311,600",0.0%,"1,553",30,124,일본,일본,(주)씨제이이엔엠
533,원더,2017-12-27,"15,838,000",0.0%,"1,544",2,19,미국,미국,"CGV아트하우스,그린나래미디어(주)"
534,타임코드 57,2023-11-22,"12,162,551",0.0%,"1,531",47,103,미국,미국,(주)무비다이브
535,아르코 라이브 뮤지컬 호프,2021-03-03,"30,308,000",0.0%,"1,526",9,74,한국,한국,(주)아이디어랩
536,디텍티브 나이트: 가면의 밤,2023-02-08,"13,000,596",0.0%,"1,515",51,426,미국,미국,(주)디스테이션
537,카메라를 멈추면 안 돼! 프랑스에서도,2023-02-15,"14,312,697",0.0%,"1,506",44,349,프랑스,프랑스,"(주)까멜리아이엔티,주식회사 제이씨엔터웍스"
538,서칭 포 슈가맨,2012-10-11,"14,226,217",0.0%,"1,502",36,396,스웨덴,"스웨덴,영국",판씨네마(주)
538,내 아내 이야기,2023-05-24,"13,936,607",0.0%,"1,502",24,259,독일,독일,(주)영화사 안다미로
540,낭만적 공장,2023-04-19,"13,666,155",0.0%,"1,495",27,247,한국,한국,(주)영화사오원
541,붉은 사막,2023-07-26,"11,624,255",0.0%,"1,482",18,253,이탈리아,이탈리아,일미디어
542,살인의 추억,2003-04-25,"13,556,560",0.0%,"1,459",35,306,한국,한국,CJ ENM
543,인사이드 아웃,2015-07-09,"15,837,200",0.0%,"1,457",6,82,미국,미국,월트디즈니컴퍼니코리아(주)
544,세인트 세이야: 더 비기닝,2023-05-31,"8,842,606",0.0%,"1,443",48,265,일본,일본,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
545,블랙 스완,2011-02-24,"14,834,200",0.0%,"1,422",9,90,미국,미국,"(주)영화사 그램,이십세기폭스코리아(주),월트디즈니컴퍼니코리아 유한책임회사"
546,겨울 이야기,2023-01-18,"7,209,399",0.0%,"1,411",22,293,한국,한국,"와이드 릴리즈(주),시네마 뉴원"
547,쓰리 빌보드,2018-03-15,"14,412,500",0.0%,"1,408",10,75,미국,미국,"이십세기폭스코리아(주),월트디즈니컴퍼니코리아 유한책임회사"
548,한산: 용의 출현,2022-07-27,"11,174,000",0.0%,"1,406",5,64,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
549,피터 본 칸트,2023-02-15,"11,724,796",0.0%,"1,403",29,319,프랑스,프랑스,(주)드림팩트엔터테인먼트
550,컨버세이션,2023-02-23,"11,384,198",0.0%,"1,398",21,312,한국,한국,필름다빈
551,스톰 보이,2023-02-16,"12,977,896",0.0%,"1,392",44,346,호주,호주,주식회사 블루필름웍스
552,언어의 정원,2013-08-14,"12,342,844",0.0%,"1,385",12,243,일본,일본,"(주)미디어캐슬,(주)팝엔터테인먼트"
553,브루스 윌리스의 라스트 미션: 데이 투 다이,2023-11-15,"11,083,678",0.0%,"1,379",45,57,캐나다,캐나다,(주)무비다이브
554,팟 제너레이션,2023-10-03,"14,495,101",0.0%,"1,376",25,271,기타,기타,주식회사 왓챠
555,세상을 바꾼 변호인,2019-06-13,"10,462,000",0.0%,"1,369",2,11,미국,미국,CGV아트하우스
556,몸값part.1,2023-07-05,"13,274,613",0.0%,"1,357",54,393,한국,한국,메가박스중앙(주)
557,북 오브 러브,2023-06-21,"12,448,198",0.0%,"1,356",31,247,미국,미국,(주)스튜디오디에이치엘
558,송암동,,"11,058,000",0.0%,"1,341",1,7,한국,한국,(주)훈프로
559,달콤한 인생,,"12,298,800",0.0%,"1,338",12,129,이탈리아,"이탈리아,프랑스",
560,물비늘,2023-12-06,"11,748,700",0.0%,"1,332",18,185,한국,한국,㈜인디스토리
561,슬기로운 아내 수업,2023-07-12,"10,442,034",0.0%,"1,328",20,189,프랑스,프랑스,주식회사 오디언스
562,수상한 그녀,2014-01-22,"9,816,000",0.0%,"1,320",2,16,한국,한국,(주)씨제이이엔엠
563,너의 순간,2023-08-16,"11,297,550",0.0%,"1,319",26,260,한국,한국,영화로운 형제
564,나의 연인에게,2023-03-29,"11,418,898",0.0%,"1,313",27,262,독일,독일,(주)까멜리아이엔티
565,시네마 천국,1990-07-07,"12,582,000",0.0%,"1,312",2,88,프랑스,"프랑스,이탈리아","주식회사 왓챠,(주)팝엔터테인먼트"
566,EBS친구들 씽씽 댄스파티,2022-09-20,"7,904,000",0.0%,"1,306",4,33,한국,한국,(주)에픽캔
567,바람개비,2023-05-10,"11,959,927",0.0%,"1,284",36,216,한국,한국,(주)디스테이션
568,녹색광선,,"12,078,500",0.0%,"1,275",2,80,프랑스,프랑스,(주)영화사 안다미로
569,팔로우드,2023-03-22,"12,295,988",0.0%,"1,272",51,336,미국,미국,(주)영화사오원
570,외계+인 1부,2022-07-20,"11,412,000",0.0%,"1,268",5,5,한국,한국,(주)씨제이이엔엠
571,나의 소녀시대,2016-05-12,"9,728,000",0.0%,"1,256",22,142,대만,대만,오드
572,썸머 워즈,2009-08-13,"10,693,640",0.0%,"1,254",35,215,일본,일본,"CJ ENM,와이드 릴리즈(주)"
572,창극 변강쇠 점 찍고 옹녀,2022-02-03,"6,416,000",0.0%,"1,254",5,41,한국,한국,(주)이놀미디어
574,스토커,2013-02-28,"12,733,700",0.0%,"1,237",9,80,미국,미국,"이십세기폭스코리아(주),월트디즈니컴퍼니코리아 유한책임회사"
575,너를 줍다,2023-11-08,"10,990,501",0.0%,"1,233",28,226,한국,한국,영화로운 형제
576,원더풀 라이프,2001-12-09,"12,555,500",0.0%,"1,226",7,77,일본,일본,"(주)영화사 안다미로,(주)라이크콘텐츠,㈜영화사 백두대간"
577,붉은 장미의 추억,2023-11-02,"9,832,000",0.0%,"1,218",5,142,한국,한국,(주)프로젝트42
578,국제시장,2014-12-17,"7,349,000",0.0%,"1,204",4,15,한국,한국,(주)씨제이이엔엠
579,릴리 슈슈의 모든 것,2005-06-23,"11,450,000",0.0%,"1,202",3,85,일본,일본,"(주)미디어캐슬,(주)튜브엔터테인먼트"
580,앵그리 애니,2023-11-01,"12,998,306",0.0%,"1,192",21,155,프랑스,프랑스,(주)팝엔터테인먼트
581,스즈메의 문단속: 다녀왔어,2024-01-10,"14,730,730",0.0%,"1,191",2,6,일본,일본,(주)쇼박스
582,창극 춘향,2022-11-03,"6,035,000",0.0%,"1,188",5,40,한국,한국,(주)이놀미디어
583,플레이 뮤지컬 핑크퐁과 아기상어의 생일파티 대소동,2023-05-17,"14,158,500",0.0%,"1,178",27,131,한국,한국,씨제이 씨지브이(CJ CGV)(주)
584,"안녕, 내일 또 만나",2023-09-13,"10,543,223",0.0%,"1,152",21,219,한국,한국,"(주)영화사 안다미로,영화로운 형제"
585,몸값part.2,2023-07-05,"10,943,283",0.0%,"1,147",48,389,한국,한국,메가박스중앙(주)
586,엔통이의 동요나라2,,"5,937,000",0.0%,"1,145",8,39,한국,한국,(주)이놀미디어
587,리오 브라보,,"2,385,000",0.0%,"1,140",1,20,미국,미국,
588,투란도트,,"32,470,600",0.0%,"1,132",16,88,독일,독일,
589,지구 최후의 밤,2019-07-25,"12,107,500",0.0%,"1,129",3,43,중국,중국,찬란
590,뮤지컬 윌리엄과 윌리엄의 윌리엄들,2023-06-28,"22,543,000",0.0%,"1,128",9,59,한국,한국,주식회사 푸른잎커뮤니케이션
591,세이 예스 어게인,2023-10-18,"8,255,400",0.0%,"1,118",65,415,대만,대만,(주)팝엔터테인먼트
592,너를 부르는 시간,2023-11-15,"10,734,258",0.0%,"1,100",36,235,중국,중국,(주)박수엔터테인먼트
593,아프리카의 여왕,,"2,200,000",0.0%,"1,095",1,25,미국,미국,
594,안나푸르나,2023-06-08,"8,435,856",0.0%,"1,091",16,182,한국,한국,시네마 뉴원
595,극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,2022-09-28,"7,733,000",0.0%,"1,090",2,10,일본,일본,(주)씨제이이엔엠
596,위시,2024-01-03,"10,338,000",0.0%,"1,082",3,5,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
596,룩앳미 터치미 키스미,2023-12-06,"8,658,500",0.0%,"1,082",7,71,한국,한국,시네마 뉴원
598,킹 오브 프리즘 - 프라이드 더 히어로,2017-06-10,"9,612,678",0.0%,"1,072",4,43,일본,일본,"동우에이앤이(주),(주)박수엔터테인먼트"
599,나는보리,2020-05-21,"10,894,000",0.0%,"1,068",4,9,한국,한국,(주)영화사 진진
599,프레이 포 더 데블,2022-12-07,"10,675,000",0.0%,"1,068",3,10,미국,미국,(주)올스타엔터테인먼트
601,드리핀 스페셜 무비 : 에덴,,"10,589,000",0.0%,"1,059",5,41,한국,한국,
602,아무도 모른다,2005-04-01,"11,587,700",0.0%,"1,058",7,55,일본,일본,"(주)디스테이션,(주)동숭아트센터"
603,벤허,1972-09-07,"2,157,000",0.0%,"1,052",1,14,미국,미국,(주)팝엔터테인먼트
604,007 살인번호,,"2,258,000",0.0%,"1,051",1,31,영국,영국,
605,카르멘,,"27,738,000",0.0%,"1,032",18,122,독일,독일,
606,엽문의 시작,2023-06-23,"11,192,000",0.0%,"1,030",48,100,중국,중국,"와이드 릴리즈(주),(주)제이앤씨미디어그룹"
607,아만다,2023-08-23,"10,465,087",0.0%,"1,021",29,213,이탈리아,이탈리아,(주)이놀미디어
608,귀토-토끼의 팔란,2021-11-11,"5,117,000",0.0%,"1,013",5,35,한국,한국,(주)이놀미디어
609,노트르담 온 파이어,2023-06-29,"8,126,400",0.0%,"1,007",20,99,프랑스,프랑스,찬란
610,튤립 모양,2023-04-19,"9,091,099",0.0%,"1,006",31,287,한국,한국,(주)삼거리픽쳐스
611,황야의 역마차,,"2,012,000",0.0%,"1,003",1,20,미국,미국,
612,더 페이버릿: 여왕의 여자,2019-02-21,"9,883,000",0.0%,990,9,71,미국,미국,"이십세기폭스코리아(주),월트디즈니컴퍼니코리아 유한책임회사"
613,무경계,2023-11-30,"9,424,339",0.0%,988,9,72,한국,한국,"(주)빅브라더스,(주)드림팩트엔터테인먼트"
614,샤인 리마스터링,1997-01-25,"9,346,641",0.0%,983,7,112,호주,호주,"(주)비싸이드 픽쳐스,필립 스튜디오,(주)라이크콘텐츠,(주)팝엔터테인먼트"
615,더 버닝 씨,2023-08-23,"9,291,405",0.0%,978,36,239,노르웨이,노르웨이,(주)엣나인필름
616,인생은 아름다워,2022-09-28,"6,964,000",0.0%,971,6,12,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
617,오늘 출가합니다,2023-04-05,"8,491,799",0.0%,969,20,254,한국,한국,(주)트리플픽쳐스
618,사요나라,,"2,088,000",0.0%,962,1,24,미국,미국,
619,비포 선셋,2004-10-22,"9,117,000",0.0%,951,2,62,미국,미국,"THE 픽쳐스,워너브러더스 코리아(주)"
619,사랑의 불시착: 라이브 인 서울,2023-11-30,"17,259,500",0.0%,951,16,84,한국,한국,"(주)위즈온센,씨제이 씨지브이(CJ CGV)(주)"
621,하오의 연정,,"1,899,000",0.0%,942,1,16,미국,미국,
622,국외자들,,"8,540,000",0.0%,940,4,59,프랑스,프랑스,
623,아워 프렌드,2023-11-22,"7,385,667",0.0%,938,30,235,미국,미국,(주)디스테이션
624,신데렐라,,"26,860,500",0.0%,929,18,100,영국,영국,
624,남매의 여름밤,2020-08-20,"10,700,000",0.0%,929,4,30,한국,한국,그린나래미디어(주)
626,보이지 않아,2023-04-19,"9,032,491",0.0%,919,29,207,한국,한국,(주)무비다이브
627,"블루 서멀, 같은 하늘을 보고 싶어",2023-03-29,"9,151,013",0.0%,916,62,381,일본,일본,(주)박수엔터테인먼트
628,나바론 요새,1974-07-20,"1,830,000",0.0%,915,1,12,미국,"미국,영국",
629,포커페이스,2023-03-23,"8,224,894",0.0%,914,51,267,미국,미국,"와이드 릴리즈(주),(주)제이앤씨미디어그룹"
630,바바라,2013-03-21,"9,626,800",0.0%,911,8,77,독일,독일,"M&M 인터내셔널,(주)영화사 조제"
631,노매드랜드,2021-04-15,"9,163,700",0.0%,907,9,70,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
632,2022 심규선 단독 콘서트 [밤의 정원: 앙코르],2023-07-08,"21,027,000",0.0%,906,4,7,한국,한국,(주)영화사 그램
633,황금 주먹,,"1,813,000",0.0%,904,1,29,미국,미국,
634,안소니퀸의 길,,"2,087,000",0.0%,902,1,18,이탈리아,이탈리아,
635,룸 쉐어링,2022-06-22,"5,261,000",0.0%,898,4,23,한국,한국,"주식회사 엔픽플,트윈플러스파트너스(주)"
636,왼손잡이 권총,,"1,913,000",0.0%,897,1,21,미국,미국,
637,"믿거나 말거나, 진짜야",2023-06-21,"8,423,026",0.0%,896,20,207,프랑스,프랑스,M&M 인터내셔널
638,코미디 퀸,,"1,795,000",0.0%,891,3,17,스웨덴,스웨덴,
638,에릭 클랩튼: 어크로스 24 나이츠,2023-08-23,"17,787,500",0.0%,891,18,158,영국,영국,(주)케빈앤컴퍼니
640,파리 에펠탑 콘서트,,"21,409,800",0.0%,888,17,69,독일,독일,
641,버터필드 8,,"2,095,000",0.0%,886,1,25,미국,미국,
642,앙드레 류: 화이트 크리스마스,,"17,552,000",0.0%,879,15,75,네덜란드,네덜란드,
643,백경,2008-03-15,"1,764,000",0.0%,877,1,25,영국,영국,
643,새를 사랑한 화가,2023-01-25,"8,043,799",0.0%,877,16,135,프랑스,프랑스,찬란
645,베라크루스,1971-02-13,"1,757,000",0.0%,876,1,29,미국,미국,
646,오! 문희,2020-09-02,"5,862,000",0.0%,875,2,14,한국,한국,CGV아트하우스
647,책 종이 가위,2023-09-13,"8,139,078",0.0%,871,14,159,일본,일본,"(주)디오시네마,GATE6"
647,뮤지컬 배니싱,2023-01-03,"17,419,500",0.0%,871,5,43,한국,한국,씨제이 씨지브이(CJ CGV)(주)
649,티파니에서 아침을,2011-08-26,"1,979,000",0.0%,862,1,31,미국,미국,주식회사 마운틴픽쳐스
649,레드 리버,,"1,734,000",0.0%,862,1,27,미국,미국,
651,피아노 프리즘,2023-08-30,"6,937,200",0.0%,858,17,198,한국,한국,필름다빈
652,카사블랑카,1999-04-03,"2,562,000",0.0%,857,1,24,미국,미국,워너브러더스 코리아(주)
653,킬리만자로의 눈,,"1,810,000",0.0%,849,1,18,미국,미국,
654,클레오의 세계,2024-01-03,"7,061,590",0.0%,847,3,16,프랑스,프랑스,"그린나래미디어(주),(주)하이스트레인저"
655,리버티 밸런스를 쏜 사나이,,"1,829,000",0.0%,846,1,18,미국,미국,
656,돈 룩 디퍼,2023-09-07,"7,442,028",0.0%,844,14,92,미국,미국,"(주)메타플로스튜디오,주식회사 블루필름웍스"
657,나의 올드 오크,2024-01-17,"7,066,500",0.0%,842,1,5,아일랜드,아일랜드,(주)영화사 진진
658,원탁의 기사,,"1,703,000",0.0%,839,1,31,미국,미국,
659,벤데타: 복수의 시간,2023-01-20,"7,300,000",0.0%,836,50,50,캐나다,캐나다,(주)무비다이브
660,라 비 앙 로즈,2007-11-21,"7,901,200",0.0%,832,13,94,프랑스,"프랑스,영국,체코","(주)영화사 안다미로,(주)블룸즈베리리소시스리미티드,(주)프라임엔터테인먼트"
661,프렌치 디스패치,2021-11-18,"6,483,486",0.0%,831,17,20,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
662,"나무, 물고기, 달",,"4,256,000",0.0%,830,6,28,한국,한국,(주)이놀미디어
663,네 멋대로 해라,,"1,985,000",0.0%,829,1,21,프랑스,프랑스,
664,킬러의 레스토랑,2023-08-17,"5,535,000",0.0%,825,44,102,미국,미국,(주)스튜디오디에이치엘
665,뮤지컬 번지점프를 하다,2023-01-02,"16,439,500",0.0%,822,5,43,한국,한국,씨제이 씨지브이(CJ CGV)(주)
665,런닝맨 : 풀룰루의 역습,2018-12-05,"4,121,500",0.0%,822,20,100,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
667,플레이타임,,"6,215,000",0.0%,820,1,12,프랑스,"프랑스,이탈리아",
668,어느 가족,2018-07-26,"8,211,001",0.0%,810,8,60,일본,일본,(주)티캐스트
669,상처뿐인 영광,1971-06-26,"1,618,000",0.0%,809,1,25,미국,미국,
670,우리 연애 시뮬레이션 (드라마판),,"8,126,000",0.0%,805,2,29,한국,한국,
671,잠자는 숲속의 미녀,,"23,588,100",0.0%,802,18,98,영국,영국,
672,더 리프: 언더 워터,2023-09-20,"7,301,223",0.0%,798,33,154,호주,호주,(주)이놀미디어
673,전장의 크리스마스,,"8,885,868",0.0%,797,2,11,일본,"일본,뉴질랜드,영국",
674,2만 종의 벌,2023-12-27,"7,447,678",0.0%,795,19,93,스페인,스페인,주식회사 왓챠
675,거대한 서부,1972-10-20,"1,744,000",0.0%,790,1,21,미국,미국,
675,킹 오브 프리즘 올 스타즈 -프리즘 쇼☆베스트10-,2020-04-02,"7,674,993",0.0%,790,4,40,일본,일본,동우에이앤이(주)
677,하나 그리고 둘,2000-10-28,"7,636,000",0.0%,788,1,37,대만,"대만,일본",(주)리틀빅픽쳐스
678,침략자,,"1,577,000",0.0%,786,1,20,이탈리아,"이탈리아,프랑스",
679,무기여 잘 있거라,1974-01-01,"1,581,000",0.0%,783,1,12,미국,미국,
680,알라모,,"1,579,000",0.0%,782,1,14,미국,미국,
681,쿼바디스,1973-01-13,"1,567,000",0.0%,781,1,11,미국,미국,
682,ARKO LIVE 뮤지컬 시데레우스,2021-02-11,"15,579,500",0.0%,779,5,45,한국,한국,(주)아이디어랩
683,폭풍의 언덕,,"1,660,000",0.0%,776,1,22,미국,미국,
684,캐리 러브콘서트 케이팝,2023-04-20,"8,381,100",0.0%,775,27,156,한국,한국,씨제이 씨지브이(CJ CGV)(주)
685,마인드케이지,2023-05-31,"4,694,000",0.0%,774,50,76,미국,미국,(주)누리픽쳐스
686,지상 최대의 작전,,"1,544,000",0.0%,772,1,11,,,
686,데시벨,2022-11-16,"6,463,000",0.0%,772,5,19,한국,한국,(주)마인드마크
688,바깥 나라의 소녀,2023-05-16,"5,276,768",0.0%,769,6,131,일본,일본,(주)미디어캐슬
689,원한의 도곡리 다리,,"2,280,000",0.0%,768,1,21,미국,미국,
690,모정,1972-12-09,"1,639,000",0.0%,765,1,33,미국,미국,
691,무빙 포 워드,2023-12-13,"10,470,000",0.0%,760,5,34,한국,한국,씨제이 씨지브이(CJ CGV)(주)
692,대지,,"1,523,000",0.0%,759,1,16,미국,미국,
693,카시오페아,2022-06-01,"5,130,000",0.0%,755,4,28,한국,한국,(주)트리플픽쳐스
694,키스 미 데들리,,"1,508,000",0.0%,754,1,21,미국,미국,
694,사브리나,,"1,512,000",0.0%,754,1,24,미국,미국,
694,백만장자,,"1,508,000",0.0%,754,1,20,영국,영국,
697,맨츄리안 캔디데이트,,"1,522,000",0.0%,752,1,16,미국,미국,
698,더 메뉴,2022-12-07,"8,706,000",0.0%,749,2,35,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
699,설국열차,2013-08-01,"6,806,880",0.0%,748,32,248,한국,"한국,체코",(주)씨제이이엔엠
700,"님아, 그 강을 건너지 마오",2014-11-27,"4,944,000",0.0%,744,4,8,한국,한국,"CGV아트하우스,(주)대명문화공장"
700,트랜짓,2020-07-02,"7,070,400",0.0%,744,8,72,독일,독일,M&M 인터내셔널
702,걸스 인 원더랜드 : 벤타엑스 브이알 뮤직시네마 02,2023-11-03,"18,350,000",0.0%,734,1,27,한국,한국,벤타브이알
703,나비효과,2023-06-22,"6,551,500",0.0%,727,29,115,한국,한국,시네마 뉴원
704,죽음의 사막,,"1,463,000",0.0%,724,1,16,미국,미국,
705,우리는 천국에 갈 순 없지만 사랑은 할 수 있겠지,,"5,856,000",0.0%,722,1,5,한국,한국,
706,목로주점,,"1,442,000",0.0%,721,1,12,프랑스,프랑스,
707,솔로몬과 시바의 여왕,1972-11-24,"1,544,000",0.0%,714,1,25,미국,미국,
708,포크 촙 힐,,"2,150,000",0.0%,703,1,22,미국,미국,
709,바닷마을 다이어리,2015-12-17,"7,048,900",0.0%,702,10,57,일본,일본,"주식회사 왓챠,(주)티캐스트"
710,황금마차,,"1,412,000",0.0%,701,1,21,이탈리아,"이탈리아,프랑스",
711,다이얼 M을 돌려라,,"1,403,000",0.0%,699,1,29,미국,미국,
712,신사는 금발을 좋아해,,"1,414,000",0.0%,689,1,24,미국,미국,
713,사랑의 스잔나,1976-08-12,"3,015,000",0.0%,688,1,26,홍콩,홍콩,주식회사 블루필름웍스
713,중공탈출,,"1,376,000",0.0%,688,1,16,미국,미국,
715,소울,2021-01-20,"7,500,300",0.0%,687,6,33,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
716,칼 타고,,"1,372,000",0.0%,686,1,16,이탈리아,"이탈리아,프랑스",
717,트로이의 헤렌,,"1,376,000",0.0%,683,1,12,미국,미국,
